 seq,name/first,name/last,age,street,city,state,zip,dollar,pick,date
8504,Glenn,McDonald,59,Tatvuk Turnpike,Ekwuhzur,AL,74779,$6890.54,GREEN,09/06/2056
8505,Henry,Hunt,62,Bawi Point,Ralasa,AZ,84013,$1504.40,RED,04/08/1986
8506,Eunice,Estrada,24,Asda Turnpike,Ikkunnu,ND,77148,$1607.64,WHITE,02/17/2041
8507,Marian,Floyd,45,Wewdo Road,Dempomjit,OR,77477,$5881.61,WHITE,08/22/2065
8508,Steven,Nichols,24,Meged Center,Firviwvi,MI,72862,$3431.84,WHITE,06/04/1984
8509,Seth,Garner,54,Uvapad Trail,Nasizeju,MN,67558,$9637.52,RED,05/02/1983
8510,Ella,Thornton,54,Hare Road,Mumdegej,IL,49421,$3401.23,BLUE,12/28/1917
8511,Sadie,Obrien,43,Absu Grove,Ligsummun,TX,82650,$1085.60,RED,08/17/2040
8512,Adelaide,Guerrero,40,Zagta Parkway,Avevaba,ND,51816,$3934.18,GREEN,06/30/2043
8513,Josephine,Robinson,42,Zetbi Street,Fekamim,IA,70367,$3433.48,RED,03/10/1912
8514,Virgie,Ballard,59,Kega Manor,Hedcadkul,SD,96209,$5150.69,WHITE,03/18/2056
8515,Emilie,Hansen,19,Kuske Court,Evesuru,ND,11486,$3128.29,GREEN,01/26/1942
8516,Floyd,Joseph,44,Huuv Terrace,Luajikes,AZ,79573,$8943.67,BLUE,10/03/1999
8517,Howard,Gross,43,Opoze View,Dofuwe,WI,27496,$9947.48,YELLOW,08/15/2056
8518,Randy,Fitzgerald,53,Gezsad Path,Neghozbuh,CT,13945,$5862.99,BLUE,06/27/1969
8519,Daniel,Becker,36,Sugmad Ridge,Esonlul,MN,70819,$1601.02,GREEN,12/16/1918
8520,Brett,Steele,55,Nowrof Highway,Lubfuro,WY,50452,$2285.01,YELLOW,03/27/2001
8521,Danny,Stephens,49,Tuddag Street,Fibmuwuv,TX,67611,$9685.09,WHITE,06/11/1967
8522,Fred,Chavez,52,Ucvu Terrace,Ozivatum,WI,04836,$2210.38,GREEN,04/16/1938
8523,Lula,Stone,62,Kawu Circle,Kaunurih,CA,00605,$856.34,WHITE,05/06/1926
8524,Miguel,Malone,43,Icipih Glen,Vufzaire,IN,39896,$1563.81,RED,07/21/1914
8525,Theodore,Strickland,41,Vohtiw Center,Kezurned,NC,90191,$6683.65,BLUE,03/04/1974
8526,Jon,Keller,21,Vevso Road,Husgaktan,WA,46231,$6628.57,YELLOW,06/02/2033
8527,Jean,Hopkins,19,Lomi Way,Tengoula,KS,19074,$7247.74,GREEN,07/18/1982
8528,Cameron,Ryan,20,Rippuz Park,Kaaboful,PA,59352,$2271.27,RED,04/10/1948
8529,Celia,Wallace,38,Tefka Trail,Hunihgo,AZ,77031,$5439.39,YELLOW,11/01/2009
8530,Rodney,Casey,26,Guveji View,Bidasoj,IL,37150,$9532.73,GREEN,06/22/1999
8531,Carlos,Ball,20,Vorig Road,Lovpazif,MA,60939,$3977.78,GREEN,11/25/2057
8532,Gertrude,Cannon,52,Malevo Point,Pokorki,VA,99254,$9061.29,YELLOW,05/05/1992
8533,Birdie,Hubbard,46,Ciove Boulevard,Fadebu,RI,74253,$4304.52,YELLOW,12/21/2021
8534,Derek,Graves,42,Weil Key,Vipsovcat,CA,98487,$8303.82,RED,08/12/1977
8535,Rodney,Jones,21,Kozof Key,Ugorobej,NJ,90832,$7181.65,YELLOW,12/22/1916
8536,Pearl,Morales,64,Kitaw Way,Kofuceku,KS,16121,$3440.08,WHITE,11/05/1989
8537,Marcus,Barton,22,Kibis Park,Lisjisov,AZ,86117,$5672.94,YELLOW,06/03/1936
8538,Maude,Dean,57,Hive Boulevard,Diivlij,MT,76216,$8709.17,BLUE,02/21/1967
8539,Hattie,Byrd,58,Kebcab Extension,Anegije,MN,75995,$6838.41,YELLOW,05/13/1989
8540,Olivia,Ramirez,41,Egetih Pass,Ahuvnod,MN,40437,$3784.96,BLUE,08/13/1917
8541,Matthew,Manning,36,Sinok Extension,Zinaosi,CO,31431,$8338.08,YELLOW,11/06/1942
8542,Ethel,James,35,Hisvav Pike,Behareh,AZ,20621,$7424.36,BLUE,02/20/2030
8543,Alejandro,Ray,33,Ciri River,Jarwepa,AZ,91534,$5952.98,WHITE,12/28/1963
8544,Henry,Rice,41,Istu Turnpike,Kotzevowa,NV,93630,$1684.19,RED,11/26/1957
8545,Lina,Leonard,61,Zacu Road,Vevdezuwu,ID,47534,$5707.50,YELLOW,09/11/2024
8546,Nathaniel,Wells,33,Lobfi Park,Wenzafcu,CO,82449,$7884.89,WHITE,01/06/2015
8547,George,Flores,64,Sukrez Circle,Fikpahpa,OK,73175,$3872.61,YELLOW,03/06/1905
8548,Alfred,Hubbard,27,Pahan Loop,Oveazuwu,PA,26758,$1430.12,RED,11/15/2026
8549,Jason,Holloway,19,Gapbi Street,Fupseju,NJ,85593,$4105.73,RED,08/07/2008
8550,Ralph,Mills,59,Suhto Junction,Wijezos,AZ,85478,$7778.10,YELLOW,10/28/1987
8551,Leila,Potter,25,Feej River,Detlumow,MT,88703,$2980.46,RED,09/16/1980
8552,Lee,Norman,53,Muwu Turnpike,Kogdiglif,AR,08273,$3830.42,GREEN,11/02/2041
8553,Jeffrey,Horton,64,Jeedu Place,Tositsej,NY,47861,$344.58,GREEN,10/24/2045
8554,Jeff,Tucker,54,Ofof Lane,Arretnof,SC,56717,$9964.35,BLUE,11/15/1937
8555,Don,Shaw,65,Ajafe Loop,Vujehwu,HI,09291,$3861.58,YELLOW,05/20/1983
8556,Martin,Brady,52,Kusur Key,Kihcofole,MN,91365,$2616.86,WHITE,12/29/1958
8557,Justin,Banks,51,Womo Manor,Batweztuw,LA,10960,$3436.47,RED,09/01/2026
8558,Dylan,Holloway,30,Cakuw Plaza,Fihpopdes,ME,37862,$1853.35,GREEN,08/08/1947
8559,Inez,Burton,27,Giwlib Turnpike,Kepvaet,SC,81417,$2302.99,YELLOW,04/08/2009
8560,Elva,Goodman,23,Fabje Street,Mubikvo,MN,64369,$3539.60,YELLOW,02/12/1985
8561,Lola,Brown,35,Ojumi Trail,Opwomni,WA,51378,$9121.81,WHITE,09/26/1927
8562,Troy,Norton,42,Reti Road,Huipoog,WV,63637,$3163.54,RED,10/06/1912
8563,Philip,Pena,38,Epom Circle,Wiznibtuw,MI,00934,$5139.10,WHITE,06/01/2020
8564,Robert,Allison,20,Cemsec Center,Zezeboat,MI,34525,$4096.76,GREEN,07/10/1908
8565,Dustin,Hanson,39,Jarso Parkway,Cutuciv,AZ,37259,$6092.29,RED,02/23/2041
8566,Cornelia,Day,54,Hisu River,Vireza,WY,07269,$4274.09,YELLOW,03/04/2013
8567,Annie,Daniel,60,Limvot Park,Kejsecvin,CA,92246,$4218.65,WHITE,01/14/1940
8568,Winnie,Wright,23,Ugiro Glen,Bugocrim,AK,56607,$9055.15,YELLOW,11/26/1932
8569,Barry,Hanson,57,Wefi Point,Efeuvuebi,TX,51622,$3037.85,BLUE,07/15/1931
8570,Johanna,Ramirez,38,Fohru Turnpike,Ijafofu,CO,63406,$9422.68,GREEN,09/16/2022
8571,Helena,Parsons,38,Usigo Pass,Aliebauw,NC,76100,$4940.54,WHITE,05/14/2035
8572,Jerome,Rose,34,Ceop Heights,Ivewikjus,SD,54187,$5327.67,GREEN,12/16/1965
8573,Hettie,McDonald,23,Itafih Turnpike,Uvzokpe,KS,18060,$7908.81,WHITE,11/22/2032
8574,Daniel,McGuire,26,Loci Extension,Visinafa,WI,49511,$8599.67,RED,03/24/1965
8575,Lena,Hanson,35,Eburag Loop,Tagaove,KY,78531,$4607.42,RED,05/31/2044
8576,Susie,Castro,60,Liba Terrace,Demcoco,HI,50273,$4562.48,WHITE,10/30/1926
8577,Jim,Rhodes,21,Seot Park,Nasora,TN,28989,$5881.95,RED,09/28/1962
8578,Glenn,Bradley,35,Aganib Manor,Rogwifno,TN,13418,$2317.40,GREEN,12/08/2012
8579,Floyd,Vaughn,48,Oduvup Mill,Bizazba,MO,27641,$6979.76,WHITE,04/17/1985
8580,Cameron,Perkins,34,Poiv Glen,Sodufa,DC,85959,$2460.07,RED,02/06/2015
8581,Bernice,Fuller,27,Muhkim Pass,Badzusmem,AZ,27379,$7036.18,RED,04/05/1933
8582,Marie,Carpenter,50,Vufe Turnpike,Gigopo,MI,12057,$1609.00,WHITE,06/09/1953
8583,Lura,Lindsey,43,Gabu Glen,Wihajvo,MA,48375,$6052.46,WHITE,01/31/1961
8584,Alex,Weber,56,Padwev Boulevard,Guiwca,LA,93718,$6968.20,WHITE,09/07/2069
8585,Sean,Kelly,20,Nali Extension,Jazfioce,NE,86268,$5987.53,YELLOW,11/09/1964
8586,Verna,Reyes,62,Bogdet Highway,Dajzufdo,CA,63165,$2860.28,YELLOW,01/24/1946
8587,Kevin,McKenzie,32,Veale Boulevard,Ipimepu,WY,73470,$7830.15,WHITE,12/12/1960
8588,Janie,Pittman,63,Semruv Mill,Guzfeba,AR,50555,$9057.62,GREEN,01/19/1923
8589,Rosetta,Sanders,18,Boto Turnpike,Alfaki,KS,87755,$3461.35,YELLOW,03/21/2028
8590,Jeremy,Richardson,18,Jafza Heights,Gecehepu,MA,95255,$3012.07,YELLOW,10/10/1941
8591,Nettie,Cook,19,Isinor Manor,Cokfejus,NM,77695,$5483.87,BLUE,10/10/1947
8592,Jordan,Waters,63,Ciwi Street,Vowruvcu,IL,27953,$19.41,GREEN,09/05/2025
8593,Lulu,Hampton,24,Zawa Trail,Bekabo,NY,82424,$9361.94,BLUE,01/31/1921
8594,Willie,Torres,27,Egave Trail,Mevhufter,AK,60414,$8418.79,RED,12/10/1914
8595,Jorge,Guerrero,38,Lifog Square,Esnokzu,GA,78928,$8184.49,BLUE,11/08/2046
8596,Belle,McKenzie,33,Licez Turnpike,Tiviriup,NJ,44556,$1965.09,RED,08/12/1994
8597,Maud,Ramirez,50,Dejuf Lane,Figukiro,PA,25550,$9082.99,YELLOW,06/04/2040
8598,Millie,Phelps,25,Tacnuh Place,Zijivmi,MO,27572,$9230.19,WHITE,06/09/2065
8599,Jesse,George,28,Rerkum Extension,Ucuziwwef,DE,94942,$4488.42,GREEN,04/29/1951
8600,Cecilia,Stephens,19,Libwu Glen,Sivewno,IA,98848,$7391.36,RED,01/31/1905
8601,Ryan,Nguyen,25,Jibmij Trail,Anhezac,LA,89902,$7473.01,BLUE,05/12/1989
8602,Lena,Knight,45,Uvmo Mill,Rohihnuc,NH,66662,$7528.93,GREEN,03/24/1903
8603,Leo,Chapman,32,Mihper Drive,Wuzjuove,TX,27281,$2718.47,GREEN,06/02/2024
8604,Eva,Stanley,40,Alnup Parkway,Pozoig,LA,74793,$17.54,GREEN,01/01/2017
8605,Randy,Newman,37,Ejlo Highway,Ecluak,FL,15882,$9844.54,GREEN,10/19/1972
8606,Charlotte,Holmes,61,Lulhef Glen,Cufdoctuc,CO,98698,$7071.85,BLUE,02/18/2039
8607,Elnora,Maxwell,54,Fozu Terrace,Avodopu,GA,36339,$1202.37,GREEN,02/27/1915
8608,Glenn,Willis,64,Tamir Road,Ginmiwul,AK,42579,$3130.27,RED,03/21/2047
8609,Amanda,Moore,29,Osupug Center,Naponin,KS,82059,$9271.88,WHITE,06/28/2026
8610,Julia,Reese,46,Lelo Pass,Bafiuce,TX,73430,$9851.32,BLUE,12/12/1946
8611,Genevieve,Higgins,50,Ofar Mill,Ziapofu,OH,92987,$2980.87,YELLOW,11/09/1926
8612,Aaron,Perkins,46,Ibuja Ridge,Bobfotar,KY,25908,$6484.25,YELLOW,10/29/2030
8613,Roger,Hubbard,44,Febi Pike,Wotishu,OK,86548,$2043.70,BLUE,08/13/2039
8614,Jennie,Long,64,Ritjag Boulevard,Sirwedcu,AL,46472,$2626.22,WHITE,09/02/2011
8615,Martin,Graham,62,Kivif Way,Olubunewu,TX,45616,$4820.07,GREEN,01/03/1996
8616,Raymond,Baker,32,Iple Place,Wujopa,MD,05148,$6469.42,WHITE,06/11/1980
8617,Katharine,Ray,38,Peej Ridge,Rovepehe,HI,84197,$8752.69,YELLOW,01/18/1988
8618,Georgie,Dunn,56,Gebzus Boulevard,Bacwacsaz,MD,37192,$7641.60,RED,08/20/1905
8619,Cory,Wilkerson,53,Duden Glen,Haabeav,DE,72551,$8463.28,YELLOW,03/21/2044
8620,Timothy,Abbott,54,Zabif Loop,Kotumrej,OH,01051,$4524.80,BLUE,03/01/1977
8621,Harriett,Ford,34,Kowaha Terrace,Roiloca,NC,93971,$6710.78,BLUE,03/04/1955
8622,Lily,Miles,39,Irbi Loop,Jerucca,ME,59643,$7060.30,YELLOW,09/10/2017
8623,Emilie,Powers,42,Ekbij Pass,Jebajnu,TX,25056,$524.23,GREEN,06/15/2023
8624,Lottie,Fleming,37,Lawjog Place,Woomobi,MO,50618,$9454.99,RED,09/30/1966
8625,Hettie,Rivera,58,Ontos Center,Izanemvu,NE,86806,$4012.42,WHITE,07/11/2067
8626,Brandon,Tucker,22,Ajdo Boulevard,Isvutoj,MO,53556,$6642.03,RED,01/05/1902
8627,Callie,Flowers,24,Mucvo Parkway,Heluba,NH,30594,$7161.13,BLUE,06/12/1927
8628,Mathilda,Bridges,50,Rodig Road,Jigemhip,SD,46253,$5620.51,WHITE,11/21/2022
8629,Vera,Craig,21,Bozi Court,Cinehe,VA,41801,$3032.43,RED,03/10/1978
8630,Hallie,Blake,65,Zeha River,Cizroruw,VT,05381,$1228.28,WHITE,01/16/2068
8631,Calvin,Parsons,59,Jodag Key,Latsevnam,RI,35577,$7102.43,RED,01/15/2069
8632,Eunice,Hill,26,Giwig Circle,Zebhamid,ME,45156,$5558.43,WHITE,11/18/1992
8633,Keith,Harmon,34,Waori Junction,Hiwzizem,NJ,08258,$9850.35,RED,09/03/2054
8634,James,Hayes,29,Tofuk River,Pivnulo,AL,71780,$2453.26,WHITE,07/20/1979
8635,Birdie,Cobb,32,Ahijo Glen,Ackuzol,DE,79430,$7109.49,GREEN,01/06/2013
8636,Mathilda,Simon,21,Beshu Court,Lihazfi,NE,38405,$9642.39,GREEN,07/19/2029
8637,Sam,Sherman,65,Boop Road,Wogitgo,NJ,89218,$7193.67,RED,03/28/1931
8638,Philip,Lamb,65,Servo Drive,Ihoritvom,SC,60722,$6889.63,RED,07/14/1923
8639,Edward,Pena,46,Lole Street,Mogzinul,ID,48892,$610.02,YELLOW,04/29/1931
8640,Charles,James,49,Vore View,Azabiwbuj,NH,29515,$4831.50,BLUE,07/30/2051
8641,Fred,Hines,27,Wofhil View,Luticoru,TX,48980,$8272.47,RED,12/05/1964
8642,Wayne,Pearson,60,Mefiz Boulevard,Irfizriz,MN,84577,$1559.85,RED,07/03/1911
8643,Jean,Carpenter,30,Diuti Pass,Avivowez,LA,65335,$8890.47,YELLOW,12/24/2064
8644,Sophie,Drake,37,Nobfaj View,Ivlakvu,MA,36041,$2000.98,YELLOW,03/29/2031
8645,Mamie,Graves,61,Ejimoz Parkway,Guacicon,IN,86598,$766.50,WHITE,08/29/1901
8646,Helen,Wilkerson,53,Sozi Loop,Fatuptu,LA,73755,$3985.75,WHITE,12/14/1917
8647,Eleanor,Osborne,23,Gijew Boulevard,Gasios,MT,03568,$8582.56,BLUE,07/30/2068
8648,Rebecca,Bowen,24,Vivfev Square,Lagrizak,KS,69270,$2220.77,BLUE,12/03/2026
8649,Esther,Glover,63,Momto Way,Nojedzev,RI,80503,$8527.24,WHITE,12/29/2038
8650,Christian,Holt,43,Neufe Circle,Fusiwocic,MA,11036,$8714.20,RED,02/03/2049
8651,Ruth,Dunn,33,Tifnil Circle,Apseghi,NJ,55010,$1615.33,BLUE,03/03/1956
8652,Lucille,Hoffman,47,Kuwi Terrace,Pahislez,IN,37366,$7176.70,YELLOW,06/23/2009
8653,Della,Alvarez,52,Etveb Heights,Soijiba,NY,16197,$7691.61,GREEN,01/21/1944
8654,Timothy,Gross,44,Buwwav Path,Geogji,MS,69570,$9616.86,WHITE,12/15/2020
8655,Maria,Anderson,46,Bupzod Lane,Mutakec,MI,50076,$6728.24,BLUE,01/10/2049
8656,Della,Knight,41,Egumok Drive,Netkozo,MN,64758,$1726.28,BLUE,11/13/1938
8657,Thomas,Taylor,56,Mohi Mill,Ropekfo,AZ,09016,$6387.94,YELLOW,08/13/1959
8658,Lily,Weaver,55,Kigsu Road,Akzifu,OR,44180,$1882.40,BLUE,05/04/1988
8659,Billy,McDonald,57,Munus Highway,Cibhaal,LA,19839,$3140.02,BLUE,04/11/2045
8660,Chester,Sims,51,Sejub Center,Juikne,OR,06355,$9765.12,RED,12/12/2055
8661,Addie,Stevens,41,Kubuf Pass,Ceahsat,KS,28207,$7193.29,BLUE,01/19/1960
8662,Chris,Lawson,35,Sagwa Circle,Itdoska,MD,35333,$6657.29,WHITE,06/04/2018
8663,Millie,Chambers,45,Pugteg Lane,Gupdata,WI,06977,$6020.23,WHITE,06/05/2034
8664,Seth,Hudson,21,Luwi Mill,Goasapeg,CO,16967,$1196.24,GREEN,06/01/1971
8665,Allie,Wells,49,Vuhem Turnpike,Kugdosno,VA,39707,$9929.48,RED,02/14/1907
8666,Darrell,Wheeler,54,Fusro Lane,Ladopwew,NC,31133,$6203.30,YELLOW,09/24/1913
8667,Ray,Daniel,28,Navsas Park,Pobwikfop,IA,07278,$1149.54,GREEN,02/21/2065
8668,Lee,Turner,28,Datene Place,Eliceciv,GA,84743,$2273.06,YELLOW,10/10/1990
8669,Don,Jefferson,48,Kuime Square,Ofcous,ND,52726,$2303.58,RED,06/22/1914
8670,Barbara,Day,26,Loffol River,Lawvoig,MS,78833,$7550.32,YELLOW,03/19/1954
8671,Katharine,Christensen,53,Ezdi Street,Icmudoz,VT,78912,$5873.52,RED,04/18/1942
8672,Nina,Kelley,37,Gahhot Court,Susponpu,NJ,74952,$1394.37,WHITE,01/22/2008
8673,Lloyd,Carlson,41,Wetgu Plaza,Captigu,NV,28128,$6827.59,YELLOW,08/02/1983
8674,Bradley,Jones,56,Pijed Place,Kisbolo,HI,24566,$295.67,GREEN,11/07/1956
8675,Adrian,Rodgers,20,Ezasu Boulevard,Levmunbip,KY,71243,$5527.56,WHITE,12/13/2068
8676,Emilie,Obrien,61,Zarru Extension,Guduwwi,MD,59120,$4471.02,GREEN,04/16/2046
8677,Victor,Hines,35,Pile Loop,Gawhatuv,KY,33914,$4921.64,RED,02/14/2049
8678,Mamie,Craig,18,Guse Road,Cenuhbug,MS,09065,$1396.12,RED,04/03/2033
8679,Warren,McDonald,21,Ufef River,Giplozwa,PA,01135,$7596.01,RED,12/24/2047
8680,Lura,Lowe,48,Jebon Point,Kazotfah,NC,36661,$3153.94,GREEN,06/30/2005
8681,Fannie,Bennett,55,Muac Parkway,Jugumauk,NE,00881,$7031.31,RED,09/30/1927
8682,Jayden,Floyd,44,Posi Loop,Gokatoduw,NV,78817,$7839.84,YELLOW,05/15/2037
8683,Phoebe,Guzman,60,Dajiw Court,Nufkawvew,OH,98775,$5269.02,BLUE,12/18/1937
8684,Lulu,Daniel,44,Wocne Mill,Recase,MS,80315,$3075.72,RED,06/14/1900
8685,Gilbert,Kelly,57,Jawul Turnpike,Mudufaw,MN,80307,$1866.85,YELLOW,04/13/1989
8686,Vincent,Arnold,26,Jade Loop,Dobonrep,MT,74461,$7237.80,GREEN,04/15/1955
8687,Ethel,Miles,24,Zokem Road,Oniwido,HI,45193,$1145.47,BLUE,01/22/1967
8688,Ethan,Douglas,33,Tisjeh Park,Gocjepa,MD,95463,$8927.37,WHITE,09/14/1951
8689,Antonio,Howell,39,Gico Plaza,Hugbejvus,WI,70930,$3923.55,GREEN,06/29/2027
8690,Adeline,Parsons,20,Anuf Extension,Teuvacow,OR,50511,$8223.60,WHITE,05/04/2030
8691,Jessie,Coleman,48,Betu Trail,Ucivono,VA,40152,$797.81,GREEN,02/07/1929
8692,Bertie,Aguilar,28,Pijad Junction,Gesjebrot,NY,84318,$7705.45,BLUE,11/08/1976
8693,Verna,Willis,34,Davat Boulevard,Sijukor,KS,17423,$6486.20,BLUE,02/05/1987
8694,Gertrude,May,61,Dijza Square,Copwebo,OR,20729,$2054.59,RED,10/26/2004
8695,Brian,Diaz,33,Gerpip Glen,Cecnanlov,DE,39920,$4863.55,WHITE,05/15/1995
8696,Samuel,Turner,57,Itgub Park,Sovmuwu,CT,29032,$3275.26,RED,02/07/1935
8697,Bruce,Jackson,65,Atin Pass,Azroik,OH,59760,$3108.43,BLUE,07/26/1910
8698,Barbara,Grant,61,Hotruk Point,Cezzafpap,OR,01093,$9939.06,WHITE,05/20/1974
8699,Ada,Simmons,31,Tiga Point,Finmuvaw,ID,40835,$6688.68,YELLOW,08/16/1940
8700,Betty,Torres,40,Rosvi Point,Usijidi,SD,68261,$7087.76,RED,01/07/1988
8701,Landon,Stanley,50,Pova Boulevard,Ewugla,MT,57556,$4961.27,RED,10/29/2013
8702,Irene,Cox,29,Ripwim Path,Calfufji,WV,99088,$6216.98,BLUE,02/27/2013
8703,Leona,Jones,38,Fioke Terrace,Gubvooko,MN,84491,$6444.90,RED,09/26/1952
8704,Chester,Lewis,41,Gido Plaza,Sawtinze,DE,30542,$1080.53,WHITE,02/11/2049
8705,Ellen,Todd,60,Ruim Extension,Gusteoje,NE,17830,$2786.55,WHITE,12/23/1976
8706,Maurice,Jacobs,25,Cior Key,Ronbadsa,NY,38123,$4200.99,RED,11/29/2051
8707,Gertrude,Doyle,33,Casjuk Road,Gutofi,OR,03424,$9920.40,YELLOW,05/02/2009
8708,Louisa,Thornton,29,Zeug Manor,Izdekvef,NJ,84382,$46.37,YELLOW,08/22/1956
8709,Charlotte,George,39,Hukwe Road,Deggepar,AL,89047,$5693.52,WHITE,07/01/1957
8710,Ray,Turner,50,Pune Parkway,Rakisi,NM,43642,$6287.48,WHITE,05/15/2037
8711,Charlie,Harris,40,Fosizo Key,Zojugkel,AR,93362,$4480.86,GREEN,09/14/1940
8712,Georgie,May,25,Veomo Junction,Pitgudu,TX,97272,$1633.85,RED,07/26/1906
8713,Chris,Mathis,28,Fovse Heights,Uhufilov,GA,38000,$4276.59,WHITE,11/11/2068
8714,Edward,Murray,28,Hemew Pike,Pohibugo,HI,14335,$7092.01,YELLOW,08/09/1935
8715,Steve,Zimmerman,41,Keite Circle,Ultemhop,KS,45978,$4405.82,BLUE,11/05/2036
8716,Roy,McGuire,21,Ebcot Drive,Biunji,CO,19419,$2118.85,RED,05/16/2017
8717,Mark,Crawford,48,Mikuv Center,Jeckeda,NV,59201,$3331.94,WHITE,02/10/1906
8718,Antonio,Reid,56,Pidtu Trail,Ciciwus,MD,97691,$5888.20,RED,04/03/1928
8719,Marvin,Montgomery,26,Bimhu Turnpike,Sehugzo,SD,24571,$7095.25,GREEN,12/20/2053
8720,Marcus,Gardner,41,Dere Drive,Jalaleb,SD,88356,$7056.98,YELLOW,11/03/1932
8721,Beatrice,Martinez,56,Pogi Path,Alvupi,ME,33820,$9703.74,GREEN,07/13/2057
8722,Winifred,Rose,45,Sujpuc Lane,Tadezel,ND,57200,$5202.87,YELLOW,06/29/2030
8723,Mary,Dean,46,Jumow Pike,Cotobla,IA,20790,$9463.02,BLUE,12/17/2063
8724,Cynthia,Harper,31,Livzi Trail,Nuvimazo,SD,55898,$7460.05,RED,11/24/2039
8725,Mae,Fox,54,Wakpa Loop,Ricmilfa,IA,24836,$179.21,BLUE,04/19/2056
8726,Noah,Walsh,64,Geol Street,Conpovu,HI,43169,$9699.35,GREEN,01/12/1934
8727,Bess,Hanson,45,Nawzi Glen,Isricto,MD,34096,$164.37,BLUE,08/26/1922
8728,Eunice,Hampton,38,Zoto Path,Jipusim,FL,47312,$6436.53,BLUE,01/10/2033
8729,Louisa,Grant,61,Beze Square,Zucduzir,AR,61217,$2526.19,BLUE,06/11/2015
8730,Jorge,Campbell,57,Sacbeg Lane,Tactidveh,VT,77135,$3999.06,BLUE,12/26/2037
8731,Jorge,Dean,45,Dune Court,Sufius,NC,53060,$4438.05,WHITE,03/04/1907
8732,Sean,Baker,52,Maer View,Cehdevze,AL,97410,$812.56,BLUE,08/11/1989
8733,Tom,Strickland,36,Ovcik Junction,Mikciweh,CA,01961,$5111.91,WHITE,08/08/2064
8734,Trevor,Vargas,37,Saevi Avenue,Zajofi,MS,31100,$5101.65,YELLOW,05/07/2063
8735,Maurice,Austin,44,Wewin Highway,Monirfo,WV,55399,$4724.61,YELLOW,10/13/2035
8736,Vera,Tyler,23,Siir Boulevard,Okagimteh,MS,03070,$5722.43,RED,11/12/2014
8737,Randy,Sharp,52,Ofov Park,Ahnimoho,MO,75182,$6962.53,WHITE,11/11/2068
8738,Earl,Reese,22,Nuwud Junction,Tifvewcu,CT,03348,$2523.63,BLUE,10/12/1973
8739,Genevieve,Montgomery,38,Jakfek Point,Uvroohe,AR,42016,$32.37,BLUE,09/10/1999
8740,Elsie,Alvarado,50,Teete Heights,Egutuhu,WV,86246,$4247.06,WHITE,02/10/2014
8741,Corey,Bryan,45,Meoh Park,Hopoasi,FL,43830,$203.35,YELLOW,11/09/1937
8742,Cecilia,Morales,62,Ocobe Glen,Lezdoavo,WI,42601,$669.89,RED,09/19/1954
8743,Mabelle,Anderson,51,Gasot Court,Isgacaz,NV,89030,$2742.48,YELLOW,06/24/1966
8744,Eunice,Ryan,40,Agun Loop,Gikirogi,KS,83666,$3750.44,YELLOW,08/08/2056
8745,Willie,Stokes,59,Cemhi Glen,Fitirojuk,NM,77517,$9764.19,BLUE,12/02/2037
8746,Corey,Beck,35,Jozbop Ridge,Ekisare,AK,07105,$1784.41,GREEN,05/14/1957
8747,Josephine,Bass,30,Vatec Park,Ozevedel,MT,64597,$154.44,GREEN,11/15/2025
8748,Ida,Andrews,56,Pitap Terrace,Rujheig,OH,82691,$618.83,RED,01/11/1983
8749,Dorothy,Vargas,29,Besfa Mill,Asazazgoz,WA,81836,$187.97,RED,10/19/2002
8750,Lettie,Ferguson,51,Zove Loop,Jehvitce,AK,60668,$8434.37,BLUE,06/14/1945
8751,Lois,Cain,63,Zibe Point,Picuniho,ME,15283,$4033.37,RED,04/20/1921
8752,Alfred,Swanson,36,Wetsoc Park,Zupisikol,ME,23448,$5.53,WHITE,07/26/1945
8753,Fred,Gardner,54,Ruba Terrace,Zaucli,WI,10809,$5345.89,BLUE,10/10/2046
8754,Minnie,Green,39,Ijara Avenue,Efdeade,CA,72206,$5453.97,WHITE,09/29/1938
8755,Owen,Dunn,39,Hidzaz Pass,Mawegaz,OR,16036,$5785.33,YELLOW,02/18/1955
8756,Irene,Harrington,33,Fuuti Pass,Usapwe,NY,17463,$6355.71,WHITE,04/28/1932
8757,Lettie,Lyons,47,Cate Manor,Zanuoj,AL,80477,$7722.65,YELLOW,07/05/1980
8758,Lou,Carroll,19,Ovunus Grove,Mebgowrop,IL,78174,$232.25,GREEN,11/18/1906
8759,Mary,Paul,32,Cefol Extension,Mejloliz,WY,05397,$4281.57,WHITE,11/15/1924
8760,Nathan,Wilkerson,35,Ijeob View,Zanimet,CO,58279,$2937.93,GREEN,05/15/1910
8761,Ricardo,Brooks,58,Ceces Ridge,Fafuvmif,MI,05161,$1889.73,WHITE,01/24/1920
8762,Jonathan,Vargas,55,Jempal Place,Cuhohku,ND,67957,$6232.36,RED,02/23/2039
8763,Douglas,Grant,32,Dinri Key,Poktesog,GA,95769,$282.90,BLUE,06/20/1966
8764,Sadie,French,27,Vibgaf Extension,Tupibeci,AR,42207,$2672.31,WHITE,12/24/1999
8765,Frances,Franklin,65,Izwof Extension,Miplodka,LA,43744,$5981.32,YELLOW,12/26/1966
8766,Essie,Carpenter,60,Haswih Terrace,Mabbekiz,ME,30504,$3690.27,YELLOW,06/14/1927
